time TNF TNFR TRADD RIP1.1.0 A20 FADD FLIP C8.1.0 RIP3 TNF.1.TNFR.1.0 TNF.1.TNFR.1.TRADD.1.0 RIP1.1.TNF.1.TNFR.1.0 RIP1.1.TNF.1.TNFR.1.TRADD.1.0 A20.1.RIP1.1.TNF.1.TNFR.1.TRADD.1.0 RIP1.1.TRADD.1.0 FADD.1.RIP1.1.TRADD.1.0 C8.1.FADD.1.RIP1.1.TRADD.1.0 FADD.1.RIP1.1.RIP3.1.TRADD.1.0 C8.1.FADD.1.FLIP.1.RIP1.1.TRADD.1.0 C8.1.FADD.1.FLIP.1.RIP1.1.TRADD.1.1 C8.1.1 RIP1.1.RIP3.1.0 RIP1.1.RIP3.1.1 RIP1.1.RIP3.1.2 RIP1.1.RIP3.1.MLKL.1.0 MLKL.1.0 MLKL.1.1 Bid.1.0 Bid.1.1 Bid.1.C8.1.0 RIP1.1.1
0 392 200 375 1668 375 335 163 375 1668 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
10 391 199 375 1668 375 335 163 375 1668 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
20 391 199 375 1668 375 335 163 375 1668 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
30 390 198 375 1668 375 335 163 375 1668 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
40 389 197 375 1668 375 335 163 375 1668 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
50 389 197 375 1668 375 335 163 375 1668 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
60 388 196 375 1668 375 335 163 375 1668 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
70 387 195 375 1668 375 335 163 375 1668 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
80 386 195 375 1668 375 335 163 375 1668 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
90 384 193 375 1668 375 335 163 375 1668 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
100 384 193 375 1668 375 335 163 375 1668 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
110 384 193 375 1668 375 335 163 375 1668 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
120 383 192 375 1668 375 335 163 375 1668 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
130 383 192 375 1668 375 335 163 375 1668 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
140 382 192 375 1668 375 335 163 375 1668 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
150 382 192 375 1668 375 335 163 375 1668 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
160 382 192 375 1668 375 335 163 375 1668 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
170 382 192 375 1668 375 335 163 375 1668 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
180 382 192 375 1668 375 335 163 375 1668 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
190 382 192 375 1667 375 335 163 375 1668 7 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
200 382 192 375 1667 375 335 163 375 1668 7 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
210 380 190 375 1667 375 335 163 375 1668 9 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
220 379 189 375 1667 375 335 163 375 1668 10 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
230 378 189 375 1667 375 335 163 375 1668 10 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
240 378 189 375 1667 375 335 163 375 1668 10 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
250 378 189 375 1666 375 335 163 375 1668 9 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
260 377 188 375 1666 375 335 163 375 1668 10 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
270 377 188 375 1666 375 335 163 375 1668 10 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
280 375 187 375 1666 375 335 163 375 1668 11 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
290 373 185 375 1666 375 335 163 375 1668 13 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
300 373 185 375 1666 375 335 163 375 1668 13 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
310 372 184 375 1666 375 335 163 375 1668 14 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
320 370 182 375 1666 375 335 163 375 1668 16 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
330 369 181 375 1666 375 335 163 375 1668 17 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
340 369 181 374 1665 375 335 163 375 1668 15 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
350 369 181 374 1665 375 335 163 375 1668 15 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
360 369 181 374 1665 375 335 163 375 1668 15 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
370 369 181 374 1665 375 335 163 375 1668 15 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
380 368 180 374 1665 375 335 163 375 1668 16 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
390 368 180 374 1665 375 335 163 375 1668 16 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
400 368 180 374 1665 375 335 163 375 1668 16 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
410 368 180 374 1665 375 335 163 375 1668 16 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
420 368 180 374 1665 375 335 163 375 1668 16 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
430 368 180 374 1665 375 335 163 375 1668 16 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
440 368 180 374 1665 375 335 163 375 1668 16 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
450 368 180 374 1665 375 335 163 375 1668 16 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
460 368 180 374 1665 375 335 163 375 1668 16 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
470 368 180 374 1665 375 335 163 375 1668 16 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
480 367 179 374 1665 375 335 163 375 1668 17 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
490 367 179 374 1665 375 335 163 375 1668 17 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
500 366 178 374 1664 375 335 163 375 1668 17 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
510 366 178 374 1664 375 335 163 375 1668 17 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
520 366 178 374 1664 375 335 163 375 1668 17 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
530 366 178 374 1664 375 335 163 375 1668 17 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
540 366 178 374 1664 375 335 163 375 1668 17 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
550 366 178 374 1664 375 335 163 375 1668 17 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
560 366 178 374 1663 375 335 163 375 1668 16 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
570 366 178 374 1663 375 335 163 375 1668 16 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
580 366 178 374 1662 375 335 163 375 1668 15 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
590 365 178 374 1662 375 335 163 375 1668 15 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
600 364 177 374 1661 375 335 163 375 1668 15 1 7 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
610 364 177 374 1661 375 335 163 375 1668 15 1 7 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
620 364 177 374 1661 375 335 163 375 1668 15 1 7 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
630 364 177 374 1661 375 335 163 375 1668 15 1 7 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
640 364 177 374 1661 375 335 163 375 1668 15 1 7 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
650 364 177 374 1661 375 335 163 375 1668 15 1 7 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
660 364 177 374 1661 375 335 163 375 1668 15 1 7 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
670 364 177 374 1661 375 335 163 375 1668 15 1 7 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
680 364 177 374 1661 375 335 163 375 1668 15 1 7 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
690 363 176 373 1661 375 335 163 375 1668 15 2 7 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
700 363 176 373 1661 375 335 163 375 1668 15 2 7 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
710 362 175 373 1661 375 335 163 375 1668 16 2 7 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
720 362 175 373 1660 375 335 163 375 1668 15 2 8 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
730 362 175 373 1660 375 335 163 375 1668 15 2 8 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
740 362 175 373 1659 375 335 163 375 1668 14 2 9 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
750 362 175 373 1659 375 335 163 375 1668 14 2 9 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
760 362 175 373 1659 375 335 163 375 1668 14 2 9 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
770 362 175 373 1659 375 335 163 375 1668 14 2 9 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
780 361 174 373 1659 375 335 163 375 1668 15 2 9 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
790 360 173 373 1659 375 335 163 375 1668 16 2 9 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
800 360 173 373 1658 375 335 163 375 1668 15 2 10 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
810 360 173 373 1658 375 335 163 375 1668 15 2 10 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
820 360 173 373 1658 375 335 163 375 1668 15 2 10 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
830 360 173 373 1658 375 335 163 375 1668 15 2 10 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
840 360 173 373 1658 375 335 163 375 1668 15 2 10 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
850 360 173 373 1658 375 335 163 375 1668 15 2 10 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
860 360 173 373 1658 375 335 163 375 1668 15 2 10 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
870 360 173 373 1658 375 335 163 375 1668 15 2 10 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
880 360 173 373 1658 375 335 163 375 1668 15 2 10 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
890 360 173 373 1658 375 335 163 375 1668 15 2 10 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
900 359 172 372 1658 375 335 163 375 1668 15 3 10 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
910 360 173 372 1658 375 335 163 375 1668 14 3 10 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
920 360 173 372 1658 375 335 163 375 1668 14 3 10 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
930 360 173 372 1658 375 335 163 375 1668 14 3 10 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
940 359 172 371 1658 375 335 163 375 1668 15 3 9 1 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
950 359 172 371 1658 375 335 163 375 1668 15 3 9 1 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
960 359 172 371 1658 375 335 163 375 1668 15 3 9 1 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
970 359 172 371 1658 375 335 163 375 1668 15 3 9 1 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
980 358 171 370 1658 375 335 163 375 1668 16 3 8 2 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
990 358 171 370 1658 375 335 163 375 1668 16 3 8 2 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
1000 358 171 370 1658 375 335 163 375 1668 16 3 8 2 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
1010 358 171 370 1658 375 335 163 375 1668 16 3 8 2 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
1020 358 171 370 1658 375 335 163 375 1668 16 3 8 2 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
1030 358 171 370 1658 375 335 163 375 1668 16 3 8 2 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
1040 357 170 370 1658 375 335 163 375 1668 17 3 8 2 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
1050 357 170 370 1658 375 335 163 375 1668 17 3 8 2 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
1060 357 170 370 1658 375 335 163 375 1668 17 3 8 2 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
1070 357 170 370 1658 375 335 163 375 1668 17 3 8 2 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
1080 357 170 370 1658 375 335 163 375 1668 17 3 8 2 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
1090 357 170 370 1658 375 335 163 375 1668 17 3 8 2 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
1100 356 169 370 1658 375 335 163 375 1668 18 3 8 2 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
1110 356 169 370 1658 375 335 163 375 1668 18 3 8 2 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
1120 356 169 370 1658 375 335 163 375 1668 18 3 8 2 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
1130 355 168 370 1658 375 335 163 375 1668 19 3 8 2 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
