time TNF TNFR TRADD RIP1.1.0 A20 FADD FLIP C8.1.0 RIP3 TNF.1.TNFR.1.0 TNF.1.TNFR.1.TRADD.1.0 RIP1.1.TNF.1.TNFR.1.0 RIP1.1.TNF.1.TNFR.1.TRADD.1.0 A20.1.RIP1.1.TNF.1.TNFR.1.TRADD.1.0 RIP1.1.TRADD.1.0 FADD.1.RIP1.1.TRADD.1.0 C8.1.FADD.1.RIP1.1.TRADD.1.0 FADD.1.RIP1.1.RIP3.1.TRADD.1.0 C8.1.FADD.1.FLIP.1.RIP1.1.TRADD.1.0 C8.1.FADD.1.FLIP.1.RIP1.1.TRADD.1.1 C8.1.1 RIP1.1.RIP3.1.0 RIP1.1.RIP3.1.1 RIP1.1.RIP3.1.2 RIP1.1.RIP3.1.MLKL.1.0 MLKL.1.0 MLKL.1.1 Bid.1.0 Bid.1.1 Bid.1.C8.1.0 RIP1.1.1
0 392 200 375 1668 375 335 163 375 1668 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
10 391 199 375 1668 375 335 163 375 1668 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
20 391 199 375 1668 375 335 163 375 1668 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
30 389 198 375 1668 375 335 163 375 1668 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
40 389 198 375 1668 375 335 163 375 1668 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
50 388 197 375 1668 375 335 163 375 1668 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
60 388 197 375 1668 375 335 163 375 1668 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
70 388 197 375 1668 375 335 163 375 1668 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
80 387 196 375 1668 375 335 163 375 1668 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
90 386 195 375 1668 375 335 163 375 1668 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
100 386 195 375 1668 375 335 163 375 1668 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
110 385 195 375 1668 375 335 163 375 1668 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
120 385 195 375 1668 375 335 163 375 1668 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
130 384 194 375 1668 375 335 163 375 1668 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
140 384 194 375 1668 375 335 163 375 1668 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
150 383 194 375 1668 375 335 163 375 1668 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
160 383 194 375 1668 375 335 163 375 1668 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
170 383 194 375 1668 375 335 163 375 1668 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
180 383 194 375 1668 375 335 163 375 1668 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
190 383 194 375 1668 375 335 163 375 1668 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
200 383 194 375 1668 375 335 163 375 1668 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
210 383 194 375 1668 375 335 163 375 1668 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
220 382 193 375 1668 375 335 163 375 1668 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
230 382 193 375 1668 375 335 163 375 1668 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
240 382 193 375 1668 375 335 163 375 1668 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
250 380 191 375 1668 375 335 163 375 1668 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
260 380 191 375 1668 375 335 163 375 1668 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
270 379 190 375 1668 375 335 163 375 1668 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
280 378 190 375 1668 375 335 163 375 1668 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
290 378 190 375 1668 375 335 163 375 1668 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
300 378 190 375 1668 375 335 163 375 1668 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
310 378 190 375 1668 375 335 163 375 1668 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
320 378 190 375 1668 375 335 163 375 1668 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
330 377 189 375 1668 375 335 163 375 1668 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
340 377 189 375 1668 375 335 163 375 1668 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
350 377 189 375 1668 375 335 163 375 1668 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
360 377 189 375 1668 375 335 163 375 1668 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
370 377 189 375 1668 375 335 163 375 1668 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
380 374 188 375 1667 375 335 163 375 1668 11 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
390 374 188 375 1667 375 335 163 375 1668 11 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
400 374 188 375 1667 375 335 163 375 1668 11 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
410 374 188 375 1667 375 335 163 375 1668 11 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
420 373 187 375 1667 375 335 163 375 1668 12 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
430 372 187 375 1666 375 335 163 375 1668 11 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
440 372 187 375 1666 375 335 163 375 1668 11 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
450 371 187 375 1666 375 335 163 375 1668 11 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
460 371 187 375 1666 375 335 163 375 1668 11 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
470 371 187 375 1665 375 335 163 375 1668 10 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
480 370 186 375 1665 375 335 163 375 1668 11 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
490 370 186 375 1664 375 335 163 375 1668 10 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
500 369 185 375 1664 375 335 163 375 1668 11 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
510 369 185 375 1664 375 335 163 375 1668 11 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
520 369 185 375 1664 375 335 163 375 1668 11 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
530 369 185 375 1664 375 335 163 375 1668 11 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
540 368 185 375 1664 375 335 163 375 1668 11 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
550 367 184 375 1664 375 335 163 375 1668 12 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
560 366 183 375 1664 375 335 163 375 1668 13 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
570 366 183 375 1664 375 335 163 375 1668 13 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
580 366 183 375 1664 375 335 163 375 1668 13 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
590 366 183 375 1664 375 335 163 375 1668 13 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
600 366 183 375 1664 375 335 163 375 1668 13 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
610 366 183 375 1664 375 335 163 375 1668 13 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
620 366 183 375 1664 375 335 163 375 1668 13 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
630 365 182 375 1664 375 335 163 375 1668 14 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
640 365 182 375 1664 375 335 163 375 1668 14 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
650 365 182 375 1664 375 335 163 375 1668 14 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
660 365 182 375 1664 375 335 163 375 1668 14 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
670 365 182 375 1664 375 335 163 375 1668 14 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
680 365 182 375 1664 375 335 163 375 1668 14 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
690 365 182 375 1664 375 335 163 375 1668 14 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
700 364 181 375 1664 375 335 163 375 1668 15 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
710 363 180 375 1664 375 335 163 375 1668 16 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
720 363 180 375 1664 375 335 163 375 1668 16 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
730 362 179 375 1663 375 335 163 375 1668 16 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
740 362 179 375 1663 375 335 163 375 1668 16 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
750 360 177 375 1663 375 335 163 375 1668 18 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
760 360 177 375 1663 375 335 163 375 1668 18 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
770 360 177 375 1663 375 335 163 375 1668 18 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
780 360 177 375 1663 375 335 163 375 1668 18 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
790 360 177 375 1663 375 335 163 375 1668 18 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
800 360 177 375 1663 375 335 163 375 1668 18 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
810 360 177 375 1663 375 335 163 375 1668 18 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
820 359 176 375 1663 375 335 163 375 1668 19 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
830 359 176 375 1663 375 335 163 375 1668 19 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
840 358 175 374 1663 375 335 163 375 1668 19 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
850 358 175 374 1663 375 335 163 375 1668 19 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
860 357 174 374 1663 375 335 163 375 1668 20 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
870 357 174 374 1662 375 335 163 375 1668 19 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
880 357 174 374 1662 375 335 163 375 1668 19 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
890 357 174 374 1662 375 335 163 375 1668 19 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
900 357 174 374 1662 375 335 163 375 1668 19 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
910 357 174 374 1662 375 335 163 375 1668 19 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
920 356 173 374 1662 375 335 163 375 1668 20 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
930 356 173 373 1662 375 335 163 375 1668 20 1 5 1 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
940 356 173 373 1662 375 335 163 375 1668 20 1 5 1 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
950 356 173 373 1662 375 335 163 375 1668 20 1 5 1 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
960 355 173 373 1662 375 335 163 375 1668 20 1 5 1 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
970 353 171 373 1661 375 335 163 375 1668 21 1 6 1 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
980 351 169 373 1661 375 335 163 375 1668 23 1 6 1 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
990 351 169 373 1661 375 335 163 375 1668 23 1 6 1 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
1000 351 169 373 1661 375 335 163 375 1668 23 1 6 1 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
1010 351 169 372 1661 375 335 163 375 1668 22 2 6 1 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
1020 350 168 372 1661 375 335 163 375 1668 23 2 6 1 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
1030 350 168 372 1661 375 335 163 375 1668 23 2 6 1 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
1040 349 167 372 1661 375 335 163 375 1668 24 2 6 1 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
1050 349 167 372 1661 375 335 163 375 1668 24 2 6 1 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
1060 349 167 372 1661 375 335 163 375 1668 24 2 6 1 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
1070 349 167 372 1660 375 335 163 375 1668 23 2 7 1 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
1080 349 167 372 1660 375 335 163 375 1668 23 2 7 1 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
1090 348 166 372 1660 375 335 163 375 1668 24 2 7 1 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
1100 348 166 372 1660 375 335 163 375 1668 24 2 7 1 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
1110 348 166 372 1660 375 335 163 375 1668 24 2 7 1 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
1120 346 166 372 1659 375 335 163 375 1668 23 2 8 1 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
1130 346 166 371 1659 375 335 163 375 1668 22 3 8 1 0 0 0 0 0 0 0 0 0 0 0 0 417 0 417 0 0 0
